Timestamp,Container,CPU Usage,Memory Usage
2023-11-25 18:26,Visualizer,60.59%,323.6
2023-11-25 18:26,EVAM,19.86%,81.56
2023-11-25 18:31,Visualizer,59.18%,323.6
2023-11-25 18:31,EVAM,19.03%,81.57
2023-11-25 18:36,Visualizer,59.00%,323.6
2023-11-25 18:36,EVAM,19.77%,90.2
2023-11-25 18:41,Visualizer,62.37%,323.6
2023-11-25 18:41,EVAM,19.52%,81.05
2023-11-25 18:46,Visualizer,60.36%,323.6
2023-11-25 18:46,EVAM,20.05%,81.88
2023-11-25 18:51,Visualizer,58.91%,323.6
2023-11-25 18:51,EVAM,19.37%,89.79
2023-11-25 18:56,Visualizer,57.46%,323.6
2023-11-25 18:56,EVAM,18.50%,81.72
2023-11-25 19:02,Visualizer,59.83%,323.6
2023-11-25 19:02,EVAM,19.74%,81.23
